nvidia jetson_nano;3
schneider-electric modicon_m340_bmxp341000;1
schneider-electric modicon_m340_bmxp342010;1
schneider-electric modicon_m340_bmxp342020;1
schneider-electric modicon_m340_bmxp342030;1
schneider-electric modicon_m580_bmeh582040;1
schneider-electric modicon_m580_bmeh582040c;1
schneider-electric modicon_m580_bmeh582040s;1
schneider-electric modicon_m580_bmeh584040;1
schneider-electric modicon_m580_bmeh584040c;1
schneider-electric modicon_m580_bmeh584040s;1
schneider-electric modicon_m580_bmeh586040;1
schneider-electric modicon_m580_bmeh586040c;1
schneider-electric modicon_m580_bmeh586040s;1
schneider-electric modicon_m580_bmep581020;1
schneider-electric modicon_m580_bmep581020h;1
schneider-electric modicon_m580_bmep582020;1
schneider-electric modicon_m580_bmep582020h;1
schneider-electric modicon_m580_bmep582040;1
schneider-electric modicon_m580_bmep582040h;1
schneider-electric modicon_m580_bmep582040s;1
schneider-electric modicon_m580_bmep583020;1
schneider-electric modicon_m580_bmep583040;1
schneider-electric modicon_m580_bmep584020;1
schneider-electric modicon_m580_bmep584040;1
schneider-electric modicon_m580_bmep584040s;1
schneider-electric modicon_m580_bmep585040;1
schneider-electric modicon_m580_bmep585040c;1
schneider-electric modicon_m580_bmep586040;1
schneider-electric modicon_m580_bmep586040c;1
schneider-electric modicon_mc80_bmkc8020301;1
schneider-electric modicon_mc80_bmkc8020310;1
schneider-electric modicon_mc80_bmkc8030311;1
schneider-electric modicon_momentum_171cbu78090;1
schneider-electric modicon_momentum_171cbu98090;1
schneider-electric modicon_momentum_171cbu98091;1
schneider-electric modicon_premium_tsxp57_1634m;1
schneider-electric modicon_premium_tsxp57_2634m;1
schneider-electric modicon_premium_tsxp57_2834m;1
schneider-electric modicon_premium_tsxp57_454m;1
schneider-electric modicon_premium_tsxp57_4634m;1
schneider-electric modicon_premium_tsxp57_554m;1
schneider-electric modicon_premium_tsxp57_5634m;1
schneider-electric modicon_premium_tsxp57_6634m;1
schneider-electric modicon_quantum_140cpu65150;1
schneider-electric modicon_quantum_140cpu65150c;1
schneider-electric modicon_quantum_140cpu65160;1
schneider-electric modicon_quantum_140cpu65160c;1
schneider-electric plc_simulator_for_ecostruxure_control_expert;1
schneider-electric plc_simulator_for_ecostruxure_process_expert;1
nvidia geforce_gtx_950;1
nvidia geforce_gtx_960;1
nvidia geforce_gtx_970;1
nvidia geforce_gtx_980;1
nvidia geforce_gtx_titan_x;1
nvidia jetson_tx1;1
nvidia quadro_m1000m;1
nvidia quadro_m1200;1
nvidia quadro_m2000;1
nvidia quadro_m2000m;1
nvidia quadro_m2200;1
nvidia quadro_m3000m;1
nvidia quadro_m4000;1
nvidia quadro_m4000m;1
nvidia quadro_m5000;1
nvidia quadro_m5000m;1
nvidia quadro_m500m;1
nvidia quadro_m520;1
nvidia quadro_m5500;1
nvidia quadro_m6000;1
nvidia quadro_m600m;1
nvidia quadro_m620;1
nvidia shield_tv;1
nvidia shield_tv_pro;1
nvidia tesla_m10;1
nvidia tesla_m2050;1
nvidia tesla_m2070;1
nvidia tesla_m2070q;1
nvidia tesla_m2090;1
nvidia tesla_m4;1
nvidia tesla_m40;1
nvidia tesla_m6;1
nvidia tesla_m60;1
nvidia tesla_p100;1
amd epyc_7232p;1
amd epyc_7251;1
amd epyc_7252;1
amd epyc_7261;1
amd epyc_7262;1
amd epyc_7272;1
amd epyc_7281;1
amd epyc_7282;1
amd epyc_72f3;1
amd epyc_7301;1
amd epyc_7302;1
amd epyc_7302p;1
amd epyc_7313;1
amd epyc_7313p;1
amd epyc_7343;1
amd epyc_7351;1
amd epyc_7351p;1
amd epyc_7352;1
amd epyc_7371;1
amd epyc_73f3;1
amd epyc_7401;1
amd epyc_7401p;1
amd epyc_7402;1
amd epyc_7402p;1
amd epyc_7413;1
amd epyc_7443;1
amd epyc_7443p;1
amd epyc_7451;1
amd epyc_7452;1
amd epyc_7453;1
amd epyc_74f3;1
amd epyc_7501;1
amd epyc_7502;1
amd epyc_7502p;1
amd epyc_7513;1
amd epyc_7532;1
amd epyc_7542;1
amd epyc_7543;1
amd epyc_7543p;1
amd epyc_7551;1
amd epyc_7551p;1
amd epyc_7552;1
amd epyc_75f3;1
amd epyc_7601;1
amd epyc_7642;1
amd epyc_7643;1
amd epyc_7662;1
amd epyc_7663;1
amd epyc_7702;1
amd epyc_7702p;1
amd epyc_7713;1
amd epyc_7713p;1
amd epyc_7742;1
amd epyc_7763;1
amd epyc_7f32;1
amd epyc_7f52;1
amd epyc_7f72;1
amd epyc_7h12;1
amd epyc_embedded_3101;1
amd epyc_embedded_3151;1
amd epyc_embedded_3201;1
amd epyc_embedded_3251;1
amd epyc_embedded_3255;1
amd epyc_embedded_3351;1
amd epyc_embedded_3451;1
hp color_laser_150_4zb94a;1
hp color_laser_150_4zb95a;1
hp color_laser_mfp_170_4zb96a;1
hp color_laser_mfp_170_4zb97a;1
hp color_laser_mfp_170_6hu08a;1
hp color_laser_mfp_170_6hu09a;1
hp laser_100_209u7a;1
hp laser_100_4zb79a;1
hp laser_100_4zb80a;1
hp laser_100_4zb81a;1
hp laser_100_5ue14a;1
hp laser_408_7uq75a;1
hp laser_mfp_130_4zb82a;1
hp laser_mfp_130_4zb83a;1
hp laser_mfp_130_4zb84a;1
hp laser_mfp_130_4zb85a;1
hp laser_mfp_130_4zb86a;1
hp laser_mfp_130_4zb87a;1
hp laser_mfp_130_4zb88a;1
hp laser_mfp_130_4zb89a;1
hp laser_mfp_130_4zb90a;1
hp laser_mfp_130_4zb91a;1
hp laser_mfp_130_4zb92a;1
hp laser_mfp_130_4zb93a;1
hp laser_mfp_130_5ue15a;1
hp laser_mfp_130_6hu10a;1
hp laser_mfp_130_6hu11a;1
hp laser_mfp_130_6hu12a;1
hp laser_mfp_130_9vv52a;1
hp laser_mfp_432_7uq76a;1
hp laserjet_mfp_m42523_7ab26a;1
hp laserjet_mfp_m42523_7zb25a;1
hp laserjet_mfp_m42523_7zb72a;1
hp laserjet_mfp_m42625_8af49a;1
hp laserjet_mfp_m42625_8af50a;1
hp laserjet_mfp_m42625_8af51a;1
hp laserjet_mfp_m42625_8af52a;1
hp laserjet_mfp_m433_1vr14a;1
hp laserjet_mfp_m436_2ky38a;1
hp laserjet_mfp_m436_w7u01a;1
hp laserjet_mfp_m436_w7u02a;1
hp laserjet_mfp_m437_7zb19a;1
hp laserjet_mfp_m437_7zb20a;1
hp laserjet_mfp_m437_7zb21a;1
hp laserjet_mfp_m438_8af43a;1
hp laserjet_mfp_m438_8af44a;1
hp laserjet_mfp_m438_8af45a;1
hp laserjet_mfp_m439_7zb22a;1
hp laserjet_mfp_m439_7zb23a;1
hp laserjet_mfp_m439_7zb24a;1
hp laserjet_mfp_m440_8af46a;1
hp laserjet_mfp_m440_8af47a;1
hp laserjet_mfp_m440_8af48a;1
hp laserjet_mfp_m442_8af71a;1
hp laserjet_mfp_m443_8af72a;1
hp laserjet_mfp_m72625-m72630_2zn49a;1
hp laserjet_mfp_m72625-m72630_2zn50a;1
samsung clp-360_ss062a;1
samsung clp-365_ss066a;1
samsung clp-365_ss067a;1
samsung clp-365_sw139a;1
samsung clp-366_ss068a;1
samsung clp-366_sv600a;1
samsung clp-368_sv601a;1
samsung clp-560_sv611a;1
samsung clp-560_sv612a;1
samsung clp-680_ss075a;1
samsung clp-680_ss076a;1
samsung clp-775_ss078a;1
samsung clp-775_ss079a;1
samsung clx-3300_ss088a;1
samsung clx-3300_sv677a;1
samsung clx-3305_ss093a;1
samsung clx-3305_ss094a;1
samsung clx-3305_ss095a;1
samsung clx-3305_ss096a;1
samsung clx-6260_ss105a;1
samsung clx-6260_ss106a;1
samsung clx-6260_ss107a;1
samsung clx-6260_ss108a;1
samsung clx-6260_sw177a;1
samsung ml-3750_ss138a;1
samsung ml-4510_ss141a;1
samsung ml-4512_ss142a;1
samsung ml-5010_ss145a;1
samsung ml-5012_ss146a;1
samsung ml-5015_ss147a;1
samsung ml-5017_ss148a;1
samsung ml-5510_ss149a;1
samsung ml-5510_ss150a;1
samsung ml-5510_ss151a;1
samsung ml-5510_ss152a;1
samsung ml-5510_sv897a;1
samsung ml-5510_sv898a;1
samsung ml-6510_ss153a;1
samsung ml-6510_ss154a;1
samsung ml-6510_sv899c;1
samsung ml-6510_sv900a;1
samsung ml-6510_sv901a;1
samsung multixpress_clx-9251_ss005a;1
samsung multixpress_clx-9251_sv719a;1
samsung multixpress_clx-9301_ss007a;1
samsung multixpress_clx-9301_sw152a;1
samsung multixpress_clx-9301_sw179a;1
samsung multixpress_scx-8128_ss018a;1
samsung multixpress_scx-8128_ss019a;1
samsung multixpress_scx-8128_ss020a;1
samsung multixpress_scx-8128_sw172a;1
samsung multixpress_scx-8230_ss021a;1
samsung multixpress_scx-8240_ss022a;1
samsung multixpress_scx-8240_st717a;1
samsung multixpress_scx-8240_sw185a;1
samsung multixpress_sl-k2200_ss024a;1
samsung multixpress_sl-k2200_ss025a;1
samsung multixpress_sl-k3250_ss027e;1
samsung multixpress_sl-k3300_ss028a;1
samsung multixpress_sl-k4250_ss030a;1
samsung multixpress_sl-k4250_ss031a;1
samsung multixpress_sl-k4300_ss032a;1
samsung multixpress_sl-k4350_ss033a;1
samsung multixpress_sl-k7400_ss037a;1
samsung multixpress_sl-k7400_ss038a;1
samsung multixpress_sl-k7500_ss039a;1
samsung multixpress_sl-k7500_ss040a;1
samsung multixpress_sl-k7600_ss041a;1
samsung multixpress_sl-k7600_ss042a;1
samsung multixpress_sl-m4370_ss396a;1
samsung multixpress_sl-m4370_sw117a;1
samsung multixpress_sl-m5360_ss403a;1
samsung multixpress_sl-m5370_ss404a;1
samsung multixpress_sl-m5370_sw121a;1
samsung multixpress_sl-x3220nr_ss043e;1
samsung multixpress_sl-x3280_ss044a;1
samsung multixpress_sl-x4220_ss047a;1
samsung multixpress_sl-x4250_ss048a;1
samsung multixpress_sl-x4300_ss049a;1
samsung multixpress_sl-x7400_ss053a;1
samsung multixpress_sl-x7400_ss054a;1
samsung multixpress_sl-x7500_ss055a;1
samsung multixpress_sl-x7500_ss056a;1
samsung multixpress_sl-x7600_ss058a;1
samsung multixpress_sl-x7600_ss059a;1
samsung proxpress_sl-c3010_ss201c;1
samsung proxpress_sl-c3010_ss209a;1
samsung proxpress_sl-c3010_ss210a;1
samsung proxpress_sl-c3010_ss210b;1
samsung proxpress_sl-c3010_ss210d;1
samsung proxpress_sl-c3010_ss210e;1
samsung proxpress_sl-c3010_ss210f;1
samsung proxpress_sl-c3010_ss210g;1
samsung proxpress_sl-c3010_ss210h;1
samsung proxpress_sl-c3010_ss210j;1
samsung proxpress_sl-c3010_ss210k;1
samsung proxpress_sl-c3010_ss210l;1
samsung proxpress_sl-c3010_ss210m;1
samsung proxpress_sl-c3010_ss210p;1
samsung proxpress_sl-c3060_s221b;1
samsung proxpress_sl-c3060_ss211a;1
samsung proxpress_sl-c3060_ss211c;1
samsung proxpress_sl-c3060_ss211d;1
samsung proxpress_sl-c3060_ss211e;1
samsung proxpress_sl-c3060_ss211f;1
samsung proxpress_sl-c3060_ss211g;1
samsung proxpress_sl-c3060_ss211h;1
samsung proxpress_sl-c3060_ss211j;1
samsung proxpress_sl-c3060_ss211k;1
samsung proxpress_sl-c3060_ss211l;1
samsung proxpress_sl-c3060_ss211m;1
samsung proxpress_sl-c3060_ss211n;1
samsung proxpress_sl-c3060_ss211p;1
samsung proxpress_sl-c3060_ss211q;1
samsung proxpress_sl-c3060_ss213a;1
samsung proxpress_sl-c3060_ss213b;1
samsung proxpress_sl-c3060_ss213c;1
samsung proxpress_sl-c3060_ss213d;1
samsung proxpress_sl-c3060_ss213e;1
samsung proxpress_sl-c3060_ss213f;1
samsung proxpress_sl-c3060_ss213g;1
samsung proxpress_sl-c3060_ss213h;1
samsung proxpress_sl-c4010_ss215a;1
samsung proxpress_sl-c4010_ss216a;1
samsung proxpress_sl-c4010_ss216b;1
samsung proxpress_sl-c4010_ss216c;1
samsung proxpress_sl-c4010_ss216d;1
samsung proxpress_sl-c4010_ss216e;1
samsung proxpress_sl-c4010_ss216f;1
samsung proxpress_sl-c4010_ss216g;1
samsung proxpress_sl-c4010_ss216h;1
samsung proxpress_sl-c4010_ss216j;1
samsung proxpress_sl-c4010_ss216k;1
samsung proxpress_sl-c4010_ss216l;1
samsung proxpress_sl-c4010_ss216m;1
samsung proxpress_sl-c4010_ss216n;1
samsung proxpress_sl-c4010_ss216p;1
samsung proxpress_sl-c4010_ss216q;1
samsung proxpress_sl-c4010_ss216s;1
samsung proxpress_sl-c4010_ss216t;1
samsung proxpress_sl-c4010_ss216u;1
samsung proxpress_sl-c4010_ss216v;1
samsung proxpress_sl-c4010_ss216z;1
samsung proxpress_sl-c4012_ss217a;1
samsung proxpress_sl-c4060_ss218a;1
samsung proxpress_sl-c4062_ss219a;1
samsung proxpress_sl-m3320nd_ss365a;1
samsung proxpress_sl-m3321_ss366a;1
samsung proxpress_sl-m3325_ss367a;1
samsung proxpress_sl-m3370_ss378a;1
samsung proxpress_sl-m3375fd_ss368f;1
samsung proxpress_sl-m3375fd_ss369a;1
samsung proxpress_sl-m3375fd_ss369b;1
samsung proxpress_sl-m3375fd_ss369c;1
samsung proxpress_sl-m3375fd_ss369d;1
samsung proxpress_sl-m3375fd_ss369e;1
samsung proxpress_sl-m3820_ss371a;1
samsung proxpress_sl-m3820_ss371b;1
samsung proxpress_sl-m3820_ss371c;1
samsung proxpress_sl-m3820_ss371d;1
samsung proxpress_sl-m3820_ss372c;1
samsung proxpress_sl-m3820_ss373a;1
samsung proxpress_sl-m3820_ss373b;1
samsung proxpress_sl-m3820_ss373c;1
samsung proxpress_sl-m3820_ss373d;1
samsung proxpress_sl-m3820_ss373e;1
samsung proxpress_sl-m3820_ss373f;1
samsung proxpress_sl-m3820_ss373g;1
samsung proxpress_sl-m3820_ss373h;1
samsung proxpress_sl-m3820_ss373j;1
samsung proxpress_sl-m3820_ss373k;1
samsung proxpress_sl-m3820_ss373l;1
samsung proxpress_sl-m3820_ss373m;1
samsung proxpress_sl-m3820_ss373n;1
samsung proxpress_sl-m3820_ss373p;1
samsung proxpress_sl-m3820_ss373q;1
samsung proxpress_sl-m3820_ss373s;1
samsung proxpress_sl-m3820_ss373t;1
samsung proxpress_sl-m3820_ss373u;1
samsung proxpress_sl-m3820_ss373v;1
samsung proxpress_sl-m3820_ss373w;1
samsung proxpress_sl-m3820_ss373z;1
samsung proxpress_sl-m3820_ss375b;1
samsung proxpress_sl-m3825_ss374a;1
samsung proxpress_sl-m3825_ss375a;1
samsung proxpress_sl-m3825_ss376a;1
samsung proxpress_sl-m3870_ss377a;1
samsung proxpress_sl-m3870_ss378a;1
samsung proxpress_sl-m3875_ss379a;1
samsung proxpress_sl-m3875_ss380a;1
samsung proxpress_sl-m3875_ss381a;1
samsung proxpress_sl-m3875_ss382a;1
samsung proxpress_sl-m4020_4pt7b;1
samsung proxpress_sl-m4020_4pt87a;1
samsung proxpress_sl-m4020_ss383c;1
samsung proxpress_sl-m4020_ss383k;1
samsung proxpress_sl-m4020_ss383l;1
samsung proxpress_sl-m4020_ss383x;1
samsung proxpress_sl-m4020_ss383y;1
samsung proxpress_sl-m4024_ss385a;1
samsung proxpress_sl-m4025_ss386a;1
samsung proxpress_sl-m4025_ss387a;1
samsung proxpress_sl-m4030_ss388a;1
samsung proxpress_sl-m4070_ss389j;1
samsung proxpress_sl-m4070_ss390c;1
samsung proxpress_sl-m4072_ss391a;1
samsung proxpress_sl-m4075_ss392a;1
samsung proxpress_sl-m4075_ss393a;1
samsung proxpress_sl-m4075_ss394a;1
samsung proxpress_sl-m4080_ss395a;1
samsung proxpress_sl-m4530_ss397e;1
samsung proxpress_sl-m4530_ss397g;1
samsung proxpress_sl-m4530_ss398d;1
samsung proxpress_sl-m4560_ss399a;1
samsung proxpress_sl-m4560_ss400a;1
samsung proxpress_sl-m4580_ss401a;1
samsung proxpress_sl-m4580_ss402a;1
samsung scx-3400_ss155a;1
samsung scx-3400_ss156a;1
samsung scx-3400_sv938a;1
samsung scx-3401_ss157a;1
samsung scx-3401_ss158a;1
samsung scx-3401_sv393a;1
samsung scx-3405_ss159a;1
samsung scx-3405_ss160a;1
samsung scx-3405_ss161a;1
samsung scx-3405_ss162a;1
samsung scx-3405_ss163a;1
samsung scx-3405_sv943a;1
samsung scx-3405_sw313a;1
samsung scx-3405_sw314a;1
samsung scx-3406_ss164a;1
samsung scx-3406_sv298a;1
samsung scx-3406_sv945a;1
samsung scx-3406_sv946a;1
samsung scx-3406_sv947a;1
samsung scx-3406_sw127a;1
samsung scx-4021_ss165a;1
samsung scx-4521_ss167a;1
samsung scx-4521_ss168a;1
samsung scx-4521_sv530a;1
samsung scx-4521_sv966a;1
samsung scx-4521_sv967a;1
samsung scx-4521_sv968a;1
samsung scx-4521_sv969a;1
samsung scx-4521_sw129a;1
samsung scx-4650_sb983a;1
samsung scx-4650_ss171a;1
samsung scx-4650_ss172a;1
samsung scx-4655_ss174a;1
samsung scx-4655_sv988a;1
samsung scx-4655_sv989a;1
samsung scx-4833_ss180a;1
samsung scx-4833_ss181a;1
samsung scx-4833_sw019a;1
samsung scx-4835_sw020a;1
samsung scx-4835_sw021a;1
samsung scx-5635_sw040a;1
samsung scx-5635_sw041a;1
samsung scx-5635_sw093a;1
samsung scx-5637_ss182a;1
samsung scx-5637_sw043a;1
samsung scx-5639_st676a;1
samsung scx-5737_ss183a;1
samsung scx-5737_sw045a;1
samsung scx-5737_sw046a;1
samsung sf-760_ss195a;1
samsung sf-760_ss196a;1
samsung sf-760_ss197a;1
samsung sf-760_ss198a;1
samsung sf-760_ss199a;1
samsung xpress_sl-c1860_ss205a;1
samsung xpress_sl-c430_ss229a;1
samsung xpress_sl-c430_ss230a;1
samsung xpress_sl-c480_ss254a;1
samsung xpress_sl-c480_ss255a;1
samsung xpress_sl-c480_ss256a;1
samsung xpress_sl-c480_ss257a;1
samsung xpress_sl-m2020_ss271a;1
samsung xpress_sl-m2020_ss272a;1
samsung xpress_sl-m2070_ss293a;1
samsung xpress_sl-m2070_ss294a;1
samsung xpress_sl-m2070_ss295a;1
samsung xpress_sl-m2070_ss296a;1
samsung xpress_sl-m2070_ss297a;1
samsung xpress_sl-m2070_ss298a;1
samsung xpress_sl-m2620_ss322a;1
samsung xpress_sl-m2620_ss323a;1
samsung xpress_sl-m2620_ss324a;1
samsung xpress_sl-m2621_ss325a;1
samsung xpress_sl-m2625_ss326a;1
samsung xpress_sl-m2625_ss327a;1
samsung xpress_sl-m2626_ss328a;1
samsung xpress_sl-m2626_ss329a;1
samsung xpress_sl-m2670_ss330a;1
samsung xpress_sl-m2670_ss331a;1
samsung xpress_sl-m2671_ss332a;1
samsung xpress_sl-m2671_ss333a;1
samsung xpress_sl-m2675_ss334a;1
samsung xpress_sl-m2675_ss335a;1
samsung xpress_sl-m2675_ss336a;1
samsung xpress_sl-m2675_sw112a;1
samsung xpress_sl-m2676_ss337a;1
samsung xpress_sl-m2676_ss338a;1
samsung xpress_sl-m2676_sw113a;1
samsung xpress_sl-m2820_ss339a;1
samsung xpress_sl-m2820_ss340a;1
samsung xpress_sl-m2821_ss341a;1
samsung xpress_sl-m2825_ss342a;1
samsung xpress_sl-m2825_ss343a;1
samsung xpress_sl-m2826_ss344a;1
samsung xpress_sl-m2835_ss346a;1
samsung xpress_sl-m2870_ss348a;1
samsung xpress_sl-m2870_ss349a;1
samsung xpress_sl-m2871_ss350a;1
samsung xpress_sl-m2875_ss351a;1
samsung xpress_sl-m2875_ss352a;1
samsung xpress_sl-m2875_ss353a;1
samsung xpress_sl-m2875_ss354a;1
samsung xpress_sl-m2876_ss355a;1
samsung xpress_sl-m2876_ss356a;1
samsung xpress_sl-m2876_ss357a;1
samsung xpress_sl-m2880_ss358a;1
samsung xpress_sl-m2885_ss359a;1
samsung xpress_sl-m3015_ss360a;1
canon -;1
